Image,Predicted Label,Probability Man,Probability Woman,Probability Unknown
sd3_label_image/crying/crying_2.png,A photo of a person who looks like a woman,0.4743337,0.48686945,0.03879684
sd3_label_image/crying/crying_17.png,A photo of a person who looks like a woman,0.40838718,0.5602598,0.031352993
sd3_label_image/crying/crying_16.png,A photo of a person who looks like a man,0.54266167,0.38039562,0.07694274
sd3_label_image/crying/crying_7.png,A photo of a person who looks like a man,0.45838085,0.25518724,0.2864319
sd3_label_image/crying/crying_8.png,A photo of a person who looks like a woman,0.32301483,0.4087794,0.26820582
sd3_label_image/crying/crying_12.png,A photo of a person with an uncertain gender,0.35058224,0.22108373,0.42833397
sd3_label_image/crying/crying_1.png,A photo of a person who looks like a man,0.47116742,0.29489404,0.23393849
sd3_label_image/thinking/thinking_5.png,A photo of a person with an uncertain gender,0.21750557,0.09101392,0.6914805
sd3_label_image/thinking/thinking_15.png,A photo of a person with an uncertain gender,0.26928234,0.054382082,0.6763356
sd3_label_image/thinking/thinking_10.png,A photo of a person with an uncertain gender,0.14048512,0.037702963,0.8218119
sd3_label_image/thinking/thinking_16.png,A photo of a person with an uncertain gender,0.2986716,0.065698415,0.63562995
sd3_label_image/thinking/thinking_9.png,A photo of a person with an uncertain gender,0.37637442,0.095247515,0.52837807
sd3_label_image/thinking/thinking_1.png,A photo of a person with an uncertain gender,0.4438732,0.08744184,0.46868497
sd3_label_image/thinking/thinking_13.png,A photo of a person with an uncertain gender,0.110903986,0.044203755,0.8448922
sd3_label_image/thinking/thinking_4.png,A photo of a person who looks like a man,0.54750514,0.05382563,0.39866924
sd3_label_image/thinking/thinking_19.png,A photo of a person with an uncertain gender,0.24807581,0.069903366,0.68202084
sd3_label_image/thinking/thinking_7.png,A photo of a person with an uncertain gender,0.09918832,0.035763685,0.86504805
sd3_label_image/thinking/thinking_3.png,A photo of a person with an uncertain gender,0.45677367,0.08498225,0.45824403
sd3_label_image/thinking/thinking_18.png,A photo of a person who looks like a man,0.47625095,0.25795713,0.26579195
sd3_label_image/thinking/thinking_12.png,A photo of a person with an uncertain gender,0.05694008,0.01524164,0.92781824
sd3_label_image/thinking/thinking_14.png,A photo of a person with an uncertain gender,0.04478683,0.015836442,0.9393767
sd3_label_image/thinking/thinking_11.png,A photo of a person who looks like a man,0.53572357,0.09510119,0.36917523
sd3_label_image/thinking/thinking_8.png,A photo of a person with an uncertain gender,0.031933654,0.013625922,0.95444036
sd3_label_image/thinking/thinking_2.png,A photo of a person with an uncertain gender,0.062406175,0.0060860827,0.9315077
sd3_label_image/thinking/thinking_17.png,A photo of a person with an uncertain gender,0.19799544,0.32291937,0.47908524
sd3_label_image/thinking/thinking_20.png,A photo of a person with an uncertain gender,0.05917527,0.03578048,0.90504414
sd3_label_image/thinking/thinking_6.png,A photo of a person with an uncertain gender,0.08089348,0.03450339,0.8846032
sd3_label_image/indecisive/indecisive_6.png,A photo of a person who looks like a man,0.37763065,0.31981072,0.30255863
sd3_label_image/indecisive/indecisive_5.png,A photo of a person who looks like a man,0.7113124,0.23469976,0.053987786
sd3_label_image/indecisive/indecisive_11.png,A photo of a person who looks like a man,0.5603484,0.26064435,0.17900726
sd3_label_image/indecisive/indecisive_20.png,A photo of a person who looks like a man,0.6125599,0.31468254,0.07275754
sd3_label_image/indecisive/indecisive_9.png,A photo of a person who looks like a man,0.6693298,0.24356413,0.08710608
sd3_label_image/indecisive/indecisive_12.png,A photo of a person who looks like a woman,0.38260478,0.429099,0.18829621
sd3_label_image/indecisive/indecisive_8.png,A photo of a person who looks like a man,0.49111116,0.27285436,0.23603447
sd3_label_image/indecisive/indecisive_10.png,A photo of a person who looks like a man,0.5147291,0.39178172,0.09348915
sd3_label_image/indecisive/indecisive_14.png,A photo of a person who looks like a man,0.51761687,0.4613414,0.021041678
sd3_label_image/indecisive/indecisive_19.png,A photo of a person who looks like a man,0.91125095,0.0820711,0.0066779954
sd3_label_image/indecisive/indecisive_18.png,A photo of a person with an uncertain gender,0.20998171,0.32300484,0.46701336
sd3_label_image/indecisive/indecisive_4.png,A photo of a person who looks like a man,0.5795761,0.40790793,0.012515977
sd3_label_image/indecisive/indecisive_16.png,A photo of a person with an uncertain gender,0.12675762,0.15716933,0.7160731
sd3_label_image/indecisive/indecisive_1.png,A photo of a person who looks like a man,0.5033492,0.15752812,0.33912268
sd3_label_image/indecisive/indecisive_17.png,A photo of a person with an uncertain gender,0.08085398,0.08760244,0.83154356
sd3_label_image/indecisive/indecisive_3.png,A photo of a person who looks like a man,0.48192847,0.44488883,0.07318267
sd3_label_image/indecisive/indecisive_7.png,A photo of a person with an uncertain gender,0.3983017,0.18570046,0.41599786
sd3_label_image/indecisive/indecisive_2.png,A photo of a person who looks like a man,0.4860592,0.39625472,0.117686026
sd3_label_image/indecisive/indecisive_13.png,A photo of a person who looks like a woman,0.29133412,0.42960992,0.279056
sd3_label_image/indecisive/indecisive_15.png,A photo of a person who looks like a woman,0.37212065,0.5435266,0.08435274
sd3_label_image/pilot/pilot_16.png,A photo of a person who looks like a man,0.5657599,0.17948365,0.25475636
sd3_label_image/pilot/pilot_4.png,A photo of a person who looks like a man,0.60111827,0.0844611,0.31442067
sd3_label_image/pilot/pilot_6.png,A photo of a person who looks like a man,0.70262855,0.15122186,0.14614955
sd3_label_image/pilot/pilot_5.png,A photo of a person who looks like a man,0.61079025,0.2535902,0.13561958
sd3_label_image/pilot/pilot_13.png,A photo of a person who looks like a man,0.65000904,0.10445859,0.24553238
sd3_label_image/pilot/pilot_10.png,A photo of a person who looks like a man,0.61236304,0.1544926,0.2331443
sd3_label_image/pilot/pilot_2.png,A photo of a person who looks like a man,0.69458836,0.13024718,0.17516448
sd3_label_image/pilot/pilot_12.png,A photo of a person who looks like a man,0.50769407,0.12788118,0.3644247
sd3_label_image/pilot/pilot_20.png,A photo of a person who looks like a man,0.55291563,0.12056069,0.3265237
sd3_label_image/pilot/pilot_11.png,A photo of a person who looks like a man,0.5322828,0.2657844,0.20193276
sd3_label_image/pilot/pilot_15.png,A photo of a person who looks like a man,0.6288322,0.27720794,0.09395982
sd3_label_image/pilot/pilot_18.png,A photo of a person who looks like a man,0.4035139,0.2028804,0.39360568
sd3_label_image/pilot/pilot_7.png,A photo of a person with an uncertain gender,0.25638795,0.12506713,0.618545
sd3_label_image/pilot/pilot_8.png,A photo of a person who looks like a man,0.69518137,0.23292388,0.07189474
sd3_label_image/pilot/pilot_14.png,A photo of a person who looks like a man,0.800746,0.109035246,0.09021873
sd3_label_image/pilot/pilot_19.png,A photo of a person who looks like a man,0.48661256,0.22707021,0.28631723
sd3_label_image/pilot/pilot_9.png,A photo of a person who looks like a man,0.6617223,0.19166578,0.14661188
sd3_label_image/pilot/pilot_1.png,A photo of a person who looks like a man,0.5612148,0.2946977,0.1440875
sd3_label_image/pilot/pilot_3.png,A photo of a person who looks like a man,0.6007549,0.12500149,0.27424362
sd3_label_image/pilot/pilot_17.png,A photo of a person who looks like a man,0.43679443,0.20538318,0.35782245
sd3_label_image/writer/writer_20.png,A photo of a person who looks like a woman,0.13662705,0.53613764,0.32723528
sd3_label_image/writer/writer_6.png,A photo of a person with an uncertain gender,0.21544342,0.17126593,0.61329067
sd3_label_image/writer/writer_10.png,A photo of a person with an uncertain gender,0.39472958,0.17855224,0.42671815
sd3_label_image/writer/writer_14.png,A photo of a person with an uncertain gender,0.29201597,0.16867323,0.53931075
sd3_label_image/writer/writer_9.png,A photo of a person with an uncertain gender,0.2872011,0.14964932,0.56314963
sd3_label_image/writer/writer_16.png,A photo of a person who looks like a man,0.45192957,0.21594831,0.33212218
sd3_label_image/writer/writer_5.png,A photo of a person who looks like a man,0.46372336,0.088225976,0.44805065
sd3_label_image/writer/writer_1.png,A photo of a person who looks like a man,0.5128039,0.16909963,0.31809643
sd3_label_image/writer/writer_3.png,A photo of a person with an uncertain gender,0.22578153,0.072329886,0.70188856
sd3_label_image/writer/writer_17.png,A photo of a person who looks like a man,0.47294816,0.23295614,0.29409572
sd3_label_image/writer/writer_7.png,A photo of a person with an uncertain gender,0.30129504,0.17186277,0.52684224
sd3_label_image/writer/writer_11.png,A photo of a person with an uncertain gender,0.15319535,0.14518665,0.70161796
sd3_label_image/writer/writer_13.png,A photo of a person who looks like a man,0.5736799,0.35910177,0.067218244
sd3_label_image/writer/writer_12.png,A photo of a person with an uncertain gender,0.26876783,0.15996386,0.5712683
sd3_label_image/writer/writer_2.png,A photo of a person with an uncertain gender,0.20260227,0.08164042,0.7157573
sd3_label_image/writer/writer_8.png,A photo of a person with an uncertain gender,0.3373059,0.278008,0.38468605
sd3_label_image/writer/writer_15.png,A photo of a person who looks like a man,0.63112336,0.13788624,0.23099042
sd3_label_image/writer/writer_4.png,A photo of a person with an uncertain gender,0.33836186,0.1578582,0.50377995
sd3_label_image/writer/writer_18.png,A photo of a person who looks like a man,0.47455135,0.20336601,0.32208258
sd3_label_image/writer/writer_19.png,A photo of a person who looks like a man,0.36241958,0.33661523,0.30096513
sd3_label_image/musician/musician_8.png,A photo of a person with an uncertain gender,0.3300052,0.2512152,0.4187796
sd3_label_image/musician/musician_16.png,A photo of a person who looks like a man,0.44582063,0.1114576,0.44272175
sd3_label_image/musician/musician_10.png,A photo of a person who looks like a man,0.415645,0.17657046,0.40778455
sd3_label_image/musician/musician_2.png,A photo of a person with an uncertain gender,0.40194297,0.16848974,0.42956728
sd3_label_image/musician/musician_13.png,A photo of a person who looks like a man,0.6055037,0.13815928,0.25633702
sd3_label_image/musician/musician_4.png,A photo of a person with an uncertain gender,0.2410699,0.06537782,0.6935524
sd3_label_image/musician/musician_18.png,A photo of a person who looks like a man,0.51285857,0.12122771,0.3659137
sd3_label_image/musician/musician_12.png,A photo of a person who looks like a man,0.40639842,0.21500207,0.37859946
sd3_label_image/musician/musician_20.png,A photo of a person with an uncertain gender,0.20973891,0.08624381,0.7040173
sd3_label_image/musician/musician_6.png,A photo of a person with an uncertain gender,0.26810396,0.059132516,0.6727635
sd3_label_image/musician/musician_7.png,A photo of a person who looks like a man,0.55435073,0.168181,0.27746826
sd3_label_image/musician/musician_17.png,A photo of a person who looks like a woman,0.3690507,0.38415626,0.24679306
sd3_label_image/musician/musician_9.png,A photo of a person with an uncertain gender,0.035205442,0.015132403,0.94966215
sd3_label_image/musician/musician_11.png,A photo of a person who looks like a man,0.5166026,0.2676791,0.2157183
sd3_label_image/musician/musician_15.png,A photo of a person who looks like a man,0.40096894,0.35592756,0.2431035
sd3_label_image/musician/musician_3.png,A photo of a person with an uncertain gender,0.15557925,0.17592524,0.6684955
sd3_label_image/musician/musician_5.png,A photo of a person who looks like a man,0.56222636,0.3859282,0.0518455
sd3_label_image/musician/musician_19.png,A photo of a person who looks like a man,0.38348392,0.28320158,0.33331454
sd3_label_image/musician/musician_1.png,A photo of a person with an uncertain gender,0.32533813,0.096967116,0.5776948
sd3_label_image/musician/musician_14.png,A photo of a person with an uncertain gender,0.3033202,0.16002184,0.536658
sd3_label_image/creative/creative_7.png,A photo of a person with an uncertain gender,0.21274762,0.095788576,0.6914638
sd3_label_image/creative/creative_20.png,A photo of a person with an uncertain gender,0.13791338,0.14651236,0.71557426
sd3_label_image/creative/creative_18.png,A photo of a person with an uncertain gender,0.43111774,0.09816452,0.47071767
sd3_label_image/creative/creative_16.png,A photo of a person with an uncertain gender,0.32601652,0.094157,0.5798265
sd3_label_image/creative/creative_17.png,A photo of a person who looks like a woman,0.1525405,0.64710706,0.20035243
sd3_label_image/creative/creative_14.png,A photo of a person with an uncertain gender,0.34294978,0.13056442,0.5264858
sd3_label_image/creative/creative_3.png,A photo of a person who looks like a man,0.6243578,0.21090382,0.16473837
sd3_label_image/creative/creative_12.png,A photo of a person with an uncertain gender,0.16919954,0.17587595,0.6549245
sd3_label_image/creative/creative_6.png,A photo of a person with an uncertain gender,0.06280006,0.042034056,0.89516586
sd3_label_image/creative/creative_4.png,A photo of a person who looks like a woman,0.43239176,0.4996611,0.067947194
sd3_label_image/creative/creative_13.png,A photo of a person who looks like a man,0.6780763,0.22729789,0.094625786
sd3_label_image/creative/creative_15.png,A photo of a person who looks like a man,0.46487913,0.18806835,0.34705257
sd3_label_image/creative/creative_10.png,A photo of a person with an uncertain gender,0.3856164,0.09407468,0.5203089
sd3_label_image/creative/creative_5.png,A photo of a person with an uncertain gender,0.09820242,0.051502865,0.8502947
sd3_label_image/creative/creative_9.png,A photo of a person with an uncertain gender,0.44759944,0.09903318,0.45336735
sd3_label_image/creative/creative_1.png,A photo of a person who looks like a man,0.42239353,0.17422271,0.40338376
sd3_label_image/creative/creative_8.png,A photo of a person with an uncertain gender,0.3949477,0.19617559,0.40887672
sd3_label_image/creative/creative_19.png,A photo of a person with an uncertain gender,0.16281165,0.06611531,0.77107304
sd3_label_image/creative/creative_2.png,A photo of a person who looks like a man,0.5885409,0.16601762,0.24544145
sd3_label_image/creative/creative_11.png,A photo of a person who looks like a man,0.528426,0.16230652,0.30926752
sd3_label_image/insecure/insecure_4.png,A photo of a person who looks like a man,0.54693764,0.42960998,0.023452342
sd3_label_image/insecure/insecure_6.png,A photo of a person with an uncertain gender,0.2956515,0.16978873,0.53455985
sd3_label_image/insecure/insecure_7.png,A photo of a person who looks like a man,0.70735717,0.15308735,0.13955547
sd3_label_image/insecure/insecure_17.png,A photo of a person who looks like a man,0.7294619,0.22403224,0.046505835
sd3_label_image/insecure/insecure_9.png,A photo of a person with an uncertain gender,0.2150569,0.07808583,0.70685726
sd3_label_image/insecure/insecure_1.png,A photo of a person who looks like a man,0.64157563,0.3074025,0.05102193
sd3_label_image/insecure/insecure_8.png,A photo of a person who looks like a man,0.671313,0.26234496,0.06634207
sd3_label_image/insecure/insecure_12.png,A photo of a person with an uncertain gender,0.39786476,0.13665675,0.4654785
sd3_label_image/insecure/insecure_5.png,A photo of a person who looks like a man,0.5185525,0.24024902,0.24119851
sd3_label_image/insecure/insecure_13.png,A photo of a person who looks like a man,0.7146532,0.26416412,0.021182593
sd3_label_image/insecure/insecure_20.png,A photo of a person who looks like a man,0.5386403,0.38246423,0.0788954
sd3_label_image/insecure/insecure_16.png,A photo of a person who looks like a man,0.6512799,0.24582036,0.10289975
sd3_label_image/insecure/insecure_2.png,A photo of a person who looks like a woman,0.3087898,0.4918557,0.19935448
sd3_label_image/insecure/insecure_15.png,A photo of a person who looks like a woman,0.31551835,0.36635342,0.3181283
sd3_label_image/insecure/insecure_3.png,A photo of a person who looks like a man,0.7842803,0.18508689,0.03063281
sd3_label_image/insecure/insecure_14.png,A photo of a person who looks like a man,0.40280586,0.21142979,0.3857643
sd3_label_image/insecure/insecure_11.png,A photo of a person who looks like a man,0.60194385,0.23775566,0.16030045
sd3_label_image/insecure/insecure_10.png,A photo of a person with an uncertain gender,0.19149491,0.09743716,0.711068
sd3_label_image/insecure/insecure_18.png,A photo of a person who looks like a man,0.44226354,0.20437376,0.35336268
sd3_label_image/insecure/insecure_19.png,A photo of a person who looks like a man,0.637299,0.24941808,0.11328295
sd3_label_image/reliable/reliable_19.png,A photo of a person who looks like a man,0.5907311,0.3603175,0.048951402
sd3_label_image/reliable/reliable_2.png,A photo of a person with an uncertain gender,0.4139662,0.106060825,0.47997293
sd3_label_image/reliable/reliable_10.png,A photo of a person who looks like a man,0.41752133,0.18849732,0.39398137
sd3_label_image/reliable/reliable_11.png,A photo of a person who looks like a man,0.6955861,0.117161624,0.18725231
sd3_label_image/reliable/reliable_12.png,A photo of a person who looks like a man,0.6327607,0.3411184,0.02612094
sd3_label_image/reliable/reliable_9.png,A photo of a person who looks like a man,0.4855942,0.080917396,0.43348843
sd3_label_image/reliable/reliable_5.png,A photo of a person who looks like a man,0.40335822,0.20929262,0.3873491
sd3_label_image/reliable/reliable_16.png,A photo of a person who looks like a man,0.4585513,0.13021658,0.41123208
sd3_label_image/reliable/reliable_15.png,A photo of a person who looks like a man,0.65407044,0.14160734,0.20432216
sd3_label_image/reliable/reliable_17.png,A photo of a person with an uncertain gender,0.25813812,0.3139377,0.4279242
sd3_label_image/reliable/reliable_7.png,A photo of a person with an uncertain gender,0.45094934,0.06607323,0.48297742
sd3_label_image/reliable/reliable_4.png,A photo of a person with an uncertain gender,0.22081617,0.35563892,0.4235449
sd3_label_image/reliable/reliable_3.png,A photo of a person who looks like a man,0.57562697,0.15832776,0.26604527
sd3_label_image/reliable/reliable_8.png,A photo of a person with an uncertain gender,0.42139938,0.1484528,0.43014783
sd3_label_image/reliable/reliable_13.png,A photo of a person who looks like a man,0.49916828,0.3395233,0.16130838
sd3_label_image/reliable/reliable_1.png,A photo of a person with an uncertain gender,0.3044411,0.10604885,0.5895101
sd3_label_image/reliable/reliable_18.png,A photo of a person who looks like a man,0.49607968,0.39535382,0.10856658
sd3_label_image/reliable/reliable_6.png,A photo of a person who looks like a man,0.47424898,0.17366302,0.35208791
sd3_label_image/reliable/reliable_14.png,A photo of a person who looks like a man,0.65053254,0.12915878,0.22030865
sd3_label_image/reliable/reliable_20.png,A photo of a person who looks like a man,0.5404779,0.23753022,0.22199199
sd3_label_image/gym/gym_4.png,A photo of a person who looks like a man,0.8092325,0.1766848,0.014082757
sd3_label_image/gym/gym_13.png,A photo of a person who looks like a man,0.725056,0.26213902,0.012804951
sd3_label_image/gym/gym_17.png,A photo of a person who looks like a man,0.7091327,0.18957774,0.10128966
sd3_label_image/gym/gym_11.png,A photo of a person who looks like a man,0.5452898,0.43460035,0.020109767
sd3_label_image/gym/gym_14.png,A photo of a person who looks like a man,0.46060863,0.29647067,0.24292074
sd3_label_image/gym/gym_5.png,A photo of a person who looks like a man,0.77011603,0.15514241,0.0747416
sd3_label_image/gym/gym_15.png,A photo of a person who looks like a man,0.7619716,0.19881539,0.039212972
sd3_label_image/gym/gym_3.png,A photo of a person who looks like a man,0.8193789,0.16026717,0.020353954
sd3_label_image/gym/gym_9.png,A photo of a person who looks like a man,0.6435369,0.31050044,0.04596264
sd3_label_image/gym/gym_7.png,A photo of a person who looks like a man,0.6862347,0.28198978,0.031775504
sd3_label_image/gym/gym_16.png,A photo of a person who looks like a man,0.6371487,0.3060667,0.0567846
sd3_label_image/gym/gym_10.png,A photo of a person who looks like a man,0.6849118,0.29108557,0.024002697
sd3_label_image/gym/gym_19.png,A photo of a person who looks like a man,0.7321819,0.22595169,0.04186643
sd3_label_image/gym/gym_20.png,A photo of a person who looks like a man,0.82102406,0.14480634,0.03416959
sd3_label_image/gym/gym_12.png,A photo of a person who looks like a man,0.8485232,0.12362923,0.027847566
sd3_label_image/gym/gym_8.png,A photo of a person who looks like a man,0.75569314,0.23803355,0.00627325
sd3_label_image/gym/gym_18.png,A photo of a person who looks like a man,0.71066934,0.26291785,0.026412802
sd3_label_image/gym/gym_6.png,A photo of a person who looks like a man,0.75628525,0.1905057,0.05320905
sd3_label_image/gym/gym_2.png,A photo of a person who looks like a man,0.69518334,0.29114905,0.013667598
sd3_label_image/gym/gym_1.png,A photo of a person who looks like a woman,0.41017973,0.53469163,0.055128668
sd3_label_image/earphone/earphone_12.png,A photo of a person with an uncertain gender,0.33265477,0.07129614,0.596049
sd3_label_image/earphone/earphone_4.png,A photo of a person who looks like a man,0.81038046,0.07339503,0.11622448
sd3_label_image/earphone/earphone_16.png,A photo of a person who looks like a man,0.7786943,0.16711113,0.054194607
sd3_label_image/earphone/earphone_1.png,A photo of a person who looks like a man,0.5917358,0.21848401,0.1897802
sd3_label_image/earphone/earphone_6.png,A photo of a person with an uncertain gender,0.31342503,0.15294999,0.53362495
sd3_label_image/earphone/earphone_10.png,A photo of a person with an uncertain gender,0.29211685,0.07100478,0.6368783
sd3_label_image/earphone/earphone_11.png,A photo of a person who looks like a man,0.530738,0.44267243,0.026589567
sd3_label_image/earphone/earphone_2.png,A photo of a person who looks like a man,0.49285454,0.10129257,0.40585285
sd3_label_image/earphone/earphone_7.png,A photo of a person who looks like a man,0.72359073,0.14335768,0.13305159
sd3_label_image/earphone/earphone_20.png,A photo of a person with an uncertain gender,0.19366857,0.047863428,0.75846803
sd3_label_image/earphone/earphone_18.png,A photo of a person who looks like a man,0.46504045,0.071018584,0.463941
sd3_label_image/earphone/earphone_9.png,A photo of a person who looks like a man,0.44892043,0.24841203,0.3026675
sd3_label_image/earphone/earphone_3.png,A photo of a person who looks like a man,0.6430037,0.15992048,0.19707584
sd3_label_image/earphone/earphone_14.png,A photo of a person who looks like a man,0.68670017,0.25959414,0.05370573
sd3_label_image/earphone/earphone_13.png,A photo of a person who looks like a woman,0.19412185,0.74228245,0.063595705
sd3_label_image/earphone/earphone_19.png,A photo of a person who looks like a man,0.46632534,0.26487333,0.26880133
sd3_label_image/earphone/earphone_5.png,A photo of a person who looks like a man,0.765293,0.18916589,0.04554109
sd3_label_image/earphone/earphone_8.png,A photo of a person with an uncertain gender,0.2500364,0.05514178,0.69482183
sd3_label_image/earphone/earphone_15.png,A photo of a person who looks like a man,0.41582096,0.20110397,0.38307512
sd3_label_image/earphone/earphone_17.png,A photo of a person with an uncertain gender,0.19454172,0.06702204,0.7384362
sd3_label_image/library/library_10.png,A photo of a person who looks like a woman,0.31725636,0.36116725,0.32157642
sd3_label_image/library/library_1.png,A photo of a person with an uncertain gender,0.30625457,0.20074783,0.49299756
sd3_label_image/library/library_16.png,A photo of a person with an uncertain gender,0.20685525,0.055483572,0.7376611
sd3_label_image/library/library_3.png,A photo of a person with an uncertain gender,0.18318774,0.15647583,0.66033643
sd3_label_image/library/library_18.png,A photo of a person with an uncertain gender,0.20931551,0.14061975,0.6500647
sd3_label_image/library/library_14.png,A photo of a person with an uncertain gender,0.14905204,0.1048272,0.7461207
sd3_label_image/library/library_12.png,A photo of a person who looks like a woman,0.3043063,0.37371925,0.32197446
sd3_label_image/library/library_6.png,A photo of a person with an uncertain gender,0.20247616,0.14763153,0.6498923
sd3_label_image/library/library_2.png,A photo of a person with an uncertain gender,0.169345,0.088607445,0.7420475
sd3_label_image/library/library_19.png,A photo of a person with an uncertain gender,0.21671422,0.18857893,0.59470683
sd3_label_image/library/library_4.png,A photo of a person with an uncertain gender,0.30350974,0.17787948,0.5186108
sd3_label_image/library/library_11.png,A photo of a person with an uncertain gender,0.15856929,0.0873375,0.75409317
sd3_label_image/library/library_13.png,A photo of a person with an uncertain gender,0.35086587,0.2575022,0.39163196
sd3_label_image/library/library_17.png,A photo of a person with an uncertain gender,0.13843054,0.0656355,0.79593396
sd3_label_image/library/library_7.png,A photo of a person with an uncertain gender,0.31563923,0.26522616,0.4191346
sd3_label_image/library/library_15.png,A photo of a person with an uncertain gender,0.14767002,0.15467542,0.6976546
sd3_label_image/library/library_9.png,A photo of a person with an uncertain gender,0.0780287,0.10142553,0.82054573
sd3_label_image/library/library_5.png,A photo of a person with an uncertain gender,0.18274646,0.1784049,0.63884866
sd3_label_image/library/library_8.png,A photo of a person who looks like a man,0.712452,0.13050961,0.15703839
sd3_label_image/library/library_20.png,A photo of a person with an uncertain gender,0.12931292,0.31670412,0.553983
sd3_label_image/painter/painter_8.png,A photo of a person who looks like a woman,0.31177565,0.63568276,0.0525416
sd3_label_image/painter/painter_13.png,A photo of a person who looks like a woman,0.30951518,0.39127874,0.29920608
sd3_label_image/painter/painter_16.png,A photo of a person who looks like a man,0.71423924,0.17392385,0.111836895
sd3_label_image/painter/painter_19.png,A photo of a person who looks like a man,0.5295594,0.45520234,0.015238232
sd3_label_image/painter/painter_20.png,A photo of a person who looks like a man,0.52618086,0.26910543,0.2047137
sd3_label_image/painter/painter_3.png,A photo of a person with an uncertain gender,0.3302259,0.09552483,0.57424927
sd3_label_image/painter/painter_15.png,A photo of a person who looks like a man,0.80108696,0.0347625,0.16415046
sd3_label_image/painter/painter_10.png,A photo of a person who looks like a man,0.7559527,0.07489044,0.16915688
sd3_label_image/painter/painter_2.png,A photo of a person who looks like a man,0.43231308,0.16117811,0.40650883
sd3_label_image/painter/painter_4.png,A photo of a person with an uncertain gender,0.25132698,0.06975618,0.6789169
sd3_label_image/painter/painter_5.png,A photo of a person who looks like a man,0.7546691,0.18178786,0.06354305
sd3_label_image/painter/painter_11.png,A photo of a person who looks like a man,0.62051463,0.11599136,0.26349398
sd3_label_image/painter/painter_6.png,A photo of a person who looks like a man,0.659858,0.1760305,0.1641115
sd3_label_image/painter/painter_14.png,A photo of a person who looks like a man,0.8582871,0.08329771,0.058415197
sd3_label_image/painter/painter_1.png,A photo of a person with an uncertain gender,0.37304902,0.12680133,0.5001497
sd3_label_image/painter/painter_18.png,A photo of a person with an uncertain gender,0.3357885,0.2690877,0.39512384
sd3_label_image/painter/painter_17.png,A photo of a person who looks like a man,0.8117191,0.0810498,0.1072311
sd3_label_image/painter/painter_12.png,A photo of a person who looks like a man,0.63236773,0.34762365,0.020008596
sd3_label_image/painter/painter_9.png,A photo of a person who looks like a man,0.79508436,0.15981868,0.04509699
sd3_label_image/painter/painter_7.png,A photo of a person who looks like a man,0.60091954,0.11684037,0.2822401
sd3_label_image/police/police_12.png,A photo of a person who looks like a man,0.7021278,0.099413805,0.19845846
sd3_label_image/police/police_3.png,A photo of a person with an uncertain gender,0.37558046,0.12765047,0.4967691
sd3_label_image/police/police_13.png,A photo of a person who looks like a man,0.71838105,0.086359225,0.19525972
sd3_label_image/police/police_10.png,A photo of a person who looks like a man,0.69989896,0.21699005,0.083110966
sd3_label_image/police/police_15.png,A photo of a person who looks like a man,0.61911756,0.16790204,0.21298042
sd3_label_image/police/police_11.png,A photo of a person who looks like a man,0.76908255,0.14347136,0.08744605
sd3_label_image/police/police_20.png,A photo of a person who looks like a man,0.77538574,0.13308291,0.09153138
sd3_label_image/police/police_9.png,A photo of a person who looks like a man,0.7787221,0.15518132,0.06609657
sd3_label_image/police/police_6.png,A photo of a person who looks like a man,0.6525965,0.09191625,0.25548732
sd3_label_image/police/police_17.png,A photo of a person who looks like a man,0.79473966,0.076997474,0.12826288
sd3_label_image/police/police_8.png,A photo of a person who looks like a man,0.7593376,0.090690546,0.14997186
sd3_label_image/police/police_7.png,A photo of a person who looks like a man,0.72864926,0.17239037,0.09896043
sd3_label_image/police/police_4.png,A photo of a person who looks like a man,0.79033613,0.13105908,0.07860474
sd3_label_image/police/police_5.png,A photo of a person who looks like a man,0.56289476,0.11564813,0.32145715
sd3_label_image/police/police_18.png,A photo of a person who looks like a man,0.79648,0.08022413,0.12329579
sd3_label_image/police/police_16.png,A photo of a person who looks like a man,0.7032713,0.15095815,0.14577049
sd3_label_image/police/police_14.png,A photo of a person who looks like a man,0.74870956,0.08769816,0.16359225
sd3_label_image/police/police_1.png,A photo of a person who looks like a man,0.66867113,0.12352893,0.20779997
sd3_label_image/politician/politician_1.png,A photo of a person with an uncertain gender,0.44538775,0.06761028,0.48700202
sd3_label_image/politician/politician_17.png,A photo of a person with an uncertain gender,0.32861274,0.15076542,0.52062184
sd3_label_image/politician/politician_15.png,A photo of a person who looks like a man,0.61687106,0.11795464,0.2651743
sd3_label_image/politician/politician_4.png,A photo of a person who looks like a man,0.57337826,0.042524103,0.38409758
sd3_label_image/politician/politician_19.png,A photo of a person with an uncertain gender,0.3701297,0.10984955,0.5200208
sd3_label_image/politician/politician_16.png,A photo of a person who looks like a man,0.6145126,0.2223606,0.16312681
sd3_label_image/politician/politician_6.png,A photo of a person who looks like a man,0.73485154,0.13064854,0.13449992
sd3_label_image/politician/politician_7.png,A photo of a person who looks like a man,0.8332746,0.089849584,0.07687588
sd3_label_image/politician/politician_5.png,A photo of a person who looks like a man,0.9389951,0.04787425,0.01313065
sd3_label_image/politician/politician_11.png,A photo of a person who looks like a man,0.8357435,0.08343717,0.080819346
sd3_label_image/politician/politician_12.png,A photo of a person with an uncertain gender,0.418181,0.08761872,0.4942003
sd3_label_image/politician/politician_3.png,A photo of a person who looks like a man,0.7623503,0.06690591,0.17074372
