face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
detected_faces/determined_9_face0.png,White,White,Male,20-29,"[6.5868855e-01 4.2342220e-04 2.3281631e-01 1.2987138e-02 8.5685039e-03
 8.6567635e-03 7.7859320e-02]",[9.8274302e-01 1.0270917e-04 1.4009181e-02 3.1450356e-03],[0.9932892  0.00671083],"[4.1313297e-07 6.2484169e-06 6.4091254e-03 5.4190475e-01 4.2048585e-01
 3.0287012e-02 8.6064497e-04 4.4741035e-05 1.3193214e-06]"
detected_faces/accountant_14_face0.png,White,White,Male,30-39,"[9.4983226e-01 1.7557438e-06 8.6368704e-03 9.6718280e-04 3.4545243e-04
 4.3840651e-04 3.9778050e-02]",[9.9771410e-01 6.6945995e-06 4.9377995e-04 1.7854059e-03],[9.9999845e-01 1.5633583e-06],"[8.0790346e-07 2.7052308e-06 7.1652234e-04 1.2296236e-01 7.8275961e-01
 9.3153119e-02 4.0266674e-04 2.1217002e-06 1.3291829e-08]"
detected_faces/playing_8_face0.png,Middle Eastern,Asian,Male,20-29,"[3.0251062e-01 3.3400627e-04 8.1001557e-02 1.9587509e-01 3.5533998e-02
 2.7451264e-03 3.8199967e-01]",[0.3675095  0.00409364 0.6231603  0.00523652],[0.9981476 0.0018524],"[3.6776078e-07 3.1603347e-05 3.1635314e-02 5.9004050e-01 3.5529619e-01
 2.2455478e-02 5.1857956e-04 2.1489230e-05 4.1334971e-07]"
detected_faces/creative_17_face0.png,White,White,Female,20-29,"[9.9693793e-01 4.3917225e-06 1.2502561e-03 2.4177785e-07 1.4837345e-06
 4.1575120e-05 1.7641564e-03]",[9.9981636e-01 5.8203706e-05 1.1582288e-06 1.2427008e-04],[0.38572475 0.6142753 ],"[6.1782494e-06 7.0634224e-03 1.4715266e-01 6.6430736e-01 1.6423784e-01
 1.6957171e-02 2.6609589e-04 7.5434814e-06 1.7179891e-06]"
detected_faces/museum_15_face1.png,White,White,Male,40-49,"[7.4473268e-01 4.7884030e-05 1.8094297e-02 5.5951652e-05 8.6703039e-05
 8.6925464e-04 2.3611318e-01]",[9.9898434e-01 1.2137575e-05 5.1003110e-05 9.5256261e-04],[9.9996948e-01 3.0536426e-05],"[1.6928451e-06 5.1650554e-06 7.3148112e-05 1.7361095e-03 1.3011199e-01
 7.7683663e-01 9.0033308e-02 1.1773555e-03 2.4527066e-05]"
detected_faces/stubborn_20_face0.png,White,Asian,Male,20-29,"[0.36191848 0.00058248 0.08423135 0.14059429 0.06477489 0.00701938
 0.34087914]",[2.6670069e-01 2.8114964e-04 7.1967721e-01 1.3340934e-02],[9.9999982e-01 1.6678776e-07],"[2.1741288e-08 2.1787157e-05 1.7745116e-01 8.0928832e-01 1.3204583e-02
 3.4081884e-05 6.4633120e-08 4.0850399e-09 5.1195673e-11]"
detected_faces/creative_4_face1.png,White,White,Male,20-29,"[0.85047764 0.01060446 0.0570704  0.00883618 0.01556497 0.01960944
 0.03783699]",[9.9370289e-01 1.5827316e-03 7.3049724e-04 3.9838594e-03],[0.9810997  0.01890027],"[7.97302675e-07 3.15265570e-05 1.29719805e-02 7.26714492e-01
 2.34139174e-01 2.45621558e-02 1.36024924e-03 1.82391494e-04
 3.72027134e-05]"
detected_faces/designer_11_face0.png,White,White,Male,10-19,"[9.9304277e-01 5.8247639e-07 1.5004541e-03 3.4566441e-05 1.5001646e-05
 2.4602934e-06 5.4040719e-03]",[9.9980831e-01 1.1954427e-05 1.6992286e-04 9.8013188e-06],[9.9980366e-01 1.9632526e-04],"[4.7366916e-07 1.9319585e-03 6.7494458e-01 3.1815544e-01 4.9337181e-03
 3.3767115e-05 7.3409396e-08 1.2582491e-09 5.4985367e-11]"
detected_faces/arrogant_2_face0.png,Middle Eastern,White,Male,20-29,"[1.7781307e-01 4.3556745e-05 4.7523692e-02 1.9052664e-04 2.8518078e-04
 2.0056801e-02 7.5408715e-01]",[8.9864087e-01 1.4052104e-04 1.4828494e-03 9.9735774e-02],[9.9996865e-01 3.1385207e-05],"[5.9852387e-06 3.0259340e-04 1.4332334e-02 6.8027025e-01 2.9865333e-01
 6.4107538e-03 2.4160521e-05 6.2753685e-07 1.3811664e-08]"
detected_faces/friendly_10_face0.png,White,White,Male,30-39,"[5.1561874e-01 8.5441279e-05 2.1684201e-01 1.8384416e-01 5.5013515e-02
 1.5294788e-03 2.7066648e-02]",[6.0659844e-01 8.8106492e-05 3.8595527e-01 7.3582125e-03],[9.9998993e-01 1.0068275e-05],"[7.3723959e-07 1.3958166e-06 3.2660927e-04 4.1131690e-02 4.5307899e-01
 4.3575230e-01 6.7921609e-02 1.7765876e-03 1.0164083e-05]"
detected_faces/standing_4_face0.png,Indian,Indian,Male,10-19,"[5.7124702e-04 1.2457747e-02 5.0026339e-02 1.0655493e-03 3.1480219e-02
 8.9741606e-01 6.9828243e-03]",[0.00167612 0.0039145  0.00939914 0.9850102 ],[0.9972092  0.00279078],"[1.05009214e-07 1.24344639e-02 9.19830501e-01 6.74245283e-02
 3.08094663e-04 2.29582452e-06 5.27317257e-09 4.75792294e-10
 1.04411133e-11]"
detected_faces/eating_19_face0.png,Latino_Hispanic,Asian,Male,20-29,"[0.08476704 0.00324837 0.5869304  0.06853962 0.2289506  0.00131222
 0.02625179]",[0.3270323  0.02683505 0.6429749  0.0031577 ],[9.9999970e-01 3.0710973e-07],"[7.5039068e-09 3.2790675e-07 5.2005341e-03 8.0230832e-01 1.9093531e-01
 1.5480993e-03 7.3128749e-06 9.0261430e-08 9.0942037e-10]"
detected_faces/model_17_face0.png,East Asian,Asian,Female,10-19,"[5.9893547e-04 3.4386555e-06 5.4190881e-03 6.1528003e-01 3.7807235e-01
 5.4664206e-04 7.9528960e-05]",[8.1839644e-05 8.9662735e-06 9.9955755e-01 3.5166007e-04],[5.231976e-04 9.994768e-01],"[2.9941013e-08 6.7149691e-04 5.8329099e-01 4.1363239e-01 2.3951542e-03
 9.8718019e-06 6.5203851e-09 5.4054428e-10 1.2314121e-11]"
detected_faces/astronomer_12_face0.png,Middle Eastern,White,Male,20-29,"[3.36187810e-01 1.23830705e-05 5.08541130e-02 3.44977278e-04
 5.06660785e-04 5.77561781e-02 5.54337919e-01]",[9.7240376e-01 6.4867286e-06 2.4315128e-03 2.5158282e-02],[9.99986172e-01 1.37919715e-05],"[9.1552238e-06 2.2667440e-04 6.7440062e-03 6.3932580e-01 3.3814678e-01
 1.5462032e-02 8.4364692e-05 1.2037340e-06 3.3484316e-08]"
detected_faces/software_developer_4_face0.png,Indian,Indian,Male,20-29,"[7.8792579e-04 2.4229445e-05 2.1702830e-02 1.1773170e-05 2.0275713e-04
 9.6359068e-01 1.3679788e-02]",[2.0088914e-03 2.3722823e-05 5.8975088e-04 9.9737763e-01],[9.9999839e-01 1.6127007e-06],"[1.1399832e-06 2.1361883e-04 2.3648890e-02 8.1731677e-01 1.5689227e-01
 1.9243791e-03 2.8408633e-06 5.6819619e-08 6.9236805e-10]"
detected_faces/thinking_8_face0.png,Middle Eastern,White,Male,20-29,"[6.9322236e-02 3.1773825e-04 9.9622205e-02 2.3521547e-05 7.6795768e-05
 7.7332100e-03 8.2290429e-01]",[0.9105316  0.00373227 0.00204741 0.08368874],[9.9999386e-01 6.1056285e-06],"[2.98578470e-07 1.94810364e-05 1.00299055e-02 7.04299033e-01
 2.79643744e-01 5.98290050e-03 2.43857721e-05 2.04626232e-07
 3.53846108e-09]"
detected_faces/cruel_11_face0.png,White,White,Male,40-49,"[9.85670745e-01 1.08985605e-05 2.76933564e-03 6.32030133e-04
 2.10853832e-04 4.13124762e-05 1.06647341e-02]",[9.9759305e-01 1.8728275e-05 2.3489913e-03 3.9235314e-05],[9.9951237e-01 4.8759783e-04],"[4.8716727e-05 2.4256403e-04 4.6303384e-03 3.0193247e-02 2.2423093e-01
 6.2974882e-01 1.0556799e-01 5.2192579e-03 1.1813811e-04]"
detected_faces/cleaner_17_face1.png,White,White,Male,20-29,"[9.9966633e-01 3.0548239e-07 9.2482966e-05 1.3385025e-05 1.1024580e-05
 4.2982026e-07 2.1607456e-04]",[9.9949253e-01 3.6495512e-05 4.5264527e-04 1.8338520e-05],[9.9949926e-01 5.0070946e-04],"[5.3365284e-08 2.4901727e-05 2.2767087e-02 8.3222598e-01 1.4375101e-01
 1.2274428e-03 3.5523726e-06 2.4321050e-08 8.3315205e-10]"
detected_faces/park_9_face0.png,White,White,Male,20-29,"[9.1043019e-01 6.2302948e-04 4.1814029e-02 2.1168800e-05 5.4165204e-05
 1.9730660e-03 4.5084383e-02]",[9.9054676e-01 5.7475612e-04 1.2671140e-04 8.7517798e-03],[0.95199746 0.04800257],"[1.67166903e-07 1.43426631e-04 2.15443149e-02 8.56800735e-01
 1.21142395e-01 3.68524867e-04 4.14861432e-07 6.25057739e-09
 2.93854802e-10]"
detected_faces/honest_2_face0.png,White,White,Male,30-39,"[9.9127126e-01 2.1770489e-05 3.8158768e-03 4.1369400e-05 3.7348829e-05
 1.2462853e-05 4.7999294e-03]",[9.9880743e-01 2.5932287e-04 3.1212077e-04 6.2115508e-04],[9.9999827e-01 1.7010541e-06],"[6.2068239e-07 3.0110396e-05 7.2883642e-03 3.4106788e-01 6.1469722e-01
 3.6734216e-02 1.7931093e-04 2.2588290e-06 3.1830240e-08]"
detected_faces/reading_14_face0.png,East Asian,Asian,Female,20-29,"[4.1810243e-04 7.1707013e-06 2.1609403e-03 8.3520192e-01 1.6213964e-01
 4.0564184e-05 3.1659911e-05]",[1.1934030e-04 1.6658224e-06 9.9984831e-01 3.0656945e-05],[4.9620145e-04 9.9950379e-01],"[1.5826214e-06 1.7734491e-03 1.7045948e-01 8.0404586e-01 2.3469165e-02
 2.4921956e-04 1.1497269e-06 9.2795148e-08 4.0929318e-09]"
detected_faces/unreliable_2_face0.png,White,White,Male,10-19,"[5.7448161e-01 1.3971049e-04 2.3975860e-01 4.8582531e-03 3.9834701e-03
 4.7494506e-04 1.7630346e-01]",[9.8709846e-01 1.1993109e-04 1.1592420e-02 1.1892490e-03],[0.9916592  0.00834073],"[1.6411565e-05 1.9248197e-02 8.6141926e-01 9.8133996e-02 1.8131563e-02
 2.8835870e-03 1.4335199e-04 2.2251150e-05 1.3531761e-06]"
detected_faces/painter_10_face0.png,East Asian,Asian,Male,20-29,"[4.0626962e-04 4.6450162e-07 2.0255982e-03 6.1620075e-01 3.8113317e-01
 2.0285835e-04 3.0747749e-05]",[1.3365417e-03 7.9300315e-07 9.9705851e-01 1.6041587e-03],[9.9999988e-01 5.6453906e-08],"[1.1503296e-08 1.1060303e-05 2.7968764e-02 8.5470551e-01 1.1611419e-01
 1.1917398e-03 8.3755822e-06 3.0747142e-07 1.8422517e-09]"
detected_faces/bus_driver_3_face0.png,White,White,Male,40-49,"[9.9986833e-01 4.2937445e-09 1.7989863e-05 6.7981828e-06 6.0803040e-06
 9.0124632e-07 9.9865727e-05]",[9.9908936e-01 9.0819481e-07 8.6537731e-04 4.4309349e-05],[9.9999136e-01 8.6154569e-06],"[5.6236618e-06 2.4847664e-05 1.1700811e-03 6.3281683e-03 1.5363102e-01
 5.2339453e-01 3.0731612e-01 8.0118999e-03 1.1764802e-04]"
detected_faces/engineer_16_face0.png,Indian,Indian,Male,20-29,"[2.5406221e-03 2.7449438e-04 5.5847071e-02 5.1930689e-05 4.1941597e-04
 7.6526374e-01 1.7560276e-01]",[1.0738057e-02 3.6118177e-04 6.1390600e-03 9.8276168e-01],[1.0000000e+00 2.2204343e-09],"[1.8722169e-08 2.6023329e-06 4.8499638e-03 9.0241480e-01 9.1695718e-02
 1.0351457e-03 1.6961399e-06 3.6673185e-08 2.4319680e-10]"
detected_faces/chef_17_face0.png,Latino_Hispanic,Indian,Male,30-39,"[7.9747699e-03 2.1326827e-02 5.9131074e-01 2.0482026e-04 2.2940619e-03
 3.3134323e-01 4.5545593e-02]",[0.00382781 0.00627524 0.0017805  0.9881164 ],[9.9996787e-01 3.2062042e-05],"[1.72208020e-05 2.42177593e-05 7.26286205e-04 6.46512285e-02
 6.73722506e-01 2.52916127e-01 7.83928018e-03 1.01431426e-04
 1.73923354e-06]"
detected_faces/library_12_face0.png,East Asian,Asian,Female,30-39,"[5.3723730e-02 6.4268124e-06 1.0904785e-02 8.9451724e-01 3.9142855e-02
 1.9201315e-04 1.5129362e-03]",[5.1754259e-02 6.6580897e-06 9.4642013e-01 1.8188891e-03],[8.3363375e-07 9.9999917e-01],"[3.3889414e-08 1.4401319e-05 4.6666265e-03 3.6549595e-01 5.3827149e-01
 8.9777976e-02 1.7146051e-03 5.8310685e-05 6.1042817e-07]"
detected_faces/intelligent_5_face0.png,East Asian,Asian,Male,50-59,"[4.4159442e-03 1.7250877e-05 2.5651978e-02 8.5014051e-01 1.1683956e-01
 2.7607118e-03 1.7409414e-04]",[1.0885207e-02 2.2327506e-06 9.8836040e-01 7.5216067e-04],[9.9998707e-01 1.2921030e-05],"[1.1129692e-05 2.8019766e-05 7.2021096e-04 1.4932231e-03 4.6604466e-02
 4.2618951e-01 4.6525124e-01 5.9570447e-02 1.3175057e-04]"
detected_faces/designer_8_face0.png,White,White,Male,20-29,"[9.4818002e-01 1.6855543e-05 3.0784361e-02 7.6863868e-04 6.3386559e-04
 4.9636752e-04 1.9119930e-02]",[9.9545521e-01 2.0462932e-05 1.7126290e-03 2.8116782e-03],[0.9918578 0.0081422],"[1.2883001e-07 2.3487277e-05 4.4661038e-02 8.0766827e-01 1.4561827e-01
 2.0213856e-03 7.3238352e-06 8.5214879e-08 1.8319657e-09]"
detected_faces/sitting_3_face0.png,White,White,Male,20-29,"[3.8380244e-01 4.5713830e-05 2.7930665e-01 8.1074443e-03 7.3610316e-03
 1.9407007e-03 3.1943607e-01]",[9.9429154e-01 1.6083877e-05 5.1828544e-03 5.0951308e-04],[9.9999523e-01 4.7739118e-06],"[5.0928918e-07 3.7048845e-05 1.9448331e-02 5.9421492e-01 3.7681624e-01
 9.4457641e-03 3.6660695e-05 5.1998467e-07 4.1856727e-09]"
detected_faces/eating_8_face0.png,Middle Eastern,White,Male,20-29,"[1.4652294e-01 4.6671453e-04 1.3682047e-01 4.6443724e-04 1.2285935e-03
 5.2165333e-04 7.1397519e-01]",[0.95531327 0.00304661 0.0402892  0.00135088],[0.9977837  0.00221633],"[8.9616911e-08 2.0494059e-05 3.1730354e-02 5.8448970e-01 3.7351000e-01
 1.0209518e-02 3.9437538e-05 4.3002498e-07 7.4443647e-09]"
detected_faces/rude_1_face0.png,Latino_Hispanic,Asian,Female,10-19,"[0.21763343 0.00127654 0.5535733  0.05063665 0.10485299 0.01065893
 0.06136804]",[0.16225052 0.00159978 0.7823433  0.05380635],[0.02120438 0.97879565],"[5.37168205e-07 2.00446206e-03 7.67797053e-01 2.15111613e-01
 1.47964396e-02 2.87121278e-04 2.70540795e-06 1.99440535e-07
 1.02309325e-08]"
detected_faces/earphone_1_face0.png,White,White,Male,20-29,"[9.9538314e-01 2.4927444e-06 1.8051552e-03 1.8077009e-05 2.6464779e-05
 8.3163004e-06 2.7562764e-03]",[9.9690825e-01 5.8374913e-05 2.4695636e-03 5.6378421e-04],[9.99889076e-01 1.10895955e-04],"[7.12901340e-07 2.75772298e-04 3.48514497e-01 6.06478572e-01
 4.33594137e-02 1.36043376e-03 1.03445891e-05 2.77010486e-07
 1.30554145e-08]"
detected_faces/outgoing_12_face0.png,White,White,Male,10-19,"[8.4540719e-01 6.3964493e-05 8.6075053e-02 1.1755638e-03 1.9554696e-03
 1.2077655e-04 6.5201916e-02]",[9.9384791e-01 7.1824202e-04 5.2474993e-03 1.8632937e-04],[0.996481   0.00351899],"[3.2276418e-08 1.8103424e-04 7.2024566e-01 2.7640542e-01 3.1434286e-03
 2.4327921e-05 7.6620722e-08 2.2668132e-09 7.9139709e-11]"
detected_faces/banker_16_face0.png,White,White,Male,30-39,"[7.39071667e-01 8.97639711e-06 3.77640054e-02 8.46469266e-05
 1.12967005e-04 1.50765269e-03 2.21450150e-01]",[9.9824208e-01 3.6747926e-05 1.8695925e-04 1.5342170e-03],[9.9999982e-01 1.7942388e-07],"[2.7319234e-06 1.7626433e-05 1.8142746e-03 2.5675210e-01 6.8178272e-01
 5.9044506e-02 5.8383675e-04 2.1424287e-06 1.4167259e-08]"
detected_faces/cheerful_10_face1.png,East Asian,Asian,Female,20-29,"[4.2060905e-04 1.9838221e-06 7.5584736e-05 9.8179036e-01 1.7665692e-02
 1.3879851e-05 3.1915879e-05]",[4.7738697e-05 5.3643623e-07 9.9995011e-01 1.6206939e-06],[0.0150613 0.9849387],"[2.9065432e-03 1.7533511e-01 2.6392102e-01 4.7512808e-01 7.2416268e-02
 9.4563868e-03 7.0422207e-04 1.1703487e-04 1.5310497e-05]"
detected_faces/artist_15_face0.png,Latino_Hispanic,White,Male,20-29,"[0.20919591 0.00639649 0.7230005  0.00310363 0.02011837 0.02864661
 0.00953842]",[0.3943485  0.02179277 0.3118153  0.27204344],[9.999826e-01 1.738337e-05],"[2.7446802e-06 1.1488471e-04 2.6049146e-02 4.8673755e-01 4.2820066e-01
 5.6543946e-02 2.2353251e-03 1.1332460e-04 2.4381795e-06]"
detected_faces/park_13_face0.png,Black,Black,Male,20-29,"[0.01810741 0.8007099  0.09807909 0.001378   0.01123567 0.06857661
 0.00191337]",[7.0503278e-04 9.9317104e-01 1.8868833e-04 5.9351856e-03],[0.9967962  0.00320377],"[9.63519255e-07 2.77226354e-04 6.68920353e-02 8.09174716e-01
 1.20236404e-01 3.37408576e-03 4.32238594e-05 1.16582942e-06
 5.12287883e-08]"
detected_faces/cheerful_14_face0.png,White,White,Male,20-29,"[9.9986917e-01 2.4043962e-07 3.3931356e-05 3.1407762e-05 1.6811169e-05
 3.1345635e-07 4.8192822e-05]",[9.9981230e-01 2.3431098e-06 1.6958980e-04 1.5764881e-05],[9.9999481e-01 5.2191403e-06],"[2.2364630e-09 2.2757079e-06 3.4553193e-02 9.3511778e-01 3.0066734e-02
 2.5814699e-04 1.8503863e-06 2.1706922e-08 5.2691085e-10]"
detected_faces/eating_10_face0.png,White,White,Male,20-29,"[8.2419342e-01 1.5829266e-04 1.3040920e-01 5.3933510e-03 4.9685570e-03
 7.5146783e-04 3.4125675e-02]",[9.9910009e-01 1.6552542e-04 6.8199035e-04 5.2421368e-05],[0.90323186 0.09676813],"[2.8267927e-05 1.4690049e-03 1.2928002e-01 5.8096790e-01 2.7338946e-01
 1.4721660e-02 1.4135812e-04 2.2492700e-06 1.0973190e-07]"
detected_faces/astronomer_7_face0.png,White,White,Male,30-39,"[6.1758816e-01 2.6101534e-05 1.5116987e-01 6.9459923e-02 3.5398994e-02
 4.7727041e-02 7.8629956e-02]",[9.7654587e-01 4.2422630e-06 1.3894339e-02 9.5555447e-03],[9.9999970e-01 3.1683837e-07],"[6.3384675e-07 1.5549891e-05 3.1807937e-03 2.9942703e-01 6.2083876e-01
 7.5117253e-02 1.3957557e-03 2.3976650e-05 2.1030516e-07]"
detected_faces/taxi_driver_17_face0.png,Indian,Indian,Male,20-29,"[1.7633449e-02 5.9815530e-02 3.0881199e-01 6.3172673e-05 1.2143543e-03
 4.7944927e-01 1.3301222e-01]",[0.08825544 0.0643068  0.0021686  0.84526914],[9.9996245e-01 3.7542275e-05],"[6.8822892e-06 2.1238621e-04 9.8750237e-03 7.5592536e-01 2.3079328e-01
 3.1809148e-03 6.0253392e-06 1.7448444e-07 4.5876627e-09]"
detected_faces/pen_20_face0.png,East Asian,Asian,Male,20-29,"[7.8526242e-03 4.2551737e-06 2.3276027e-02 8.2117921e-01 1.4346287e-01
 5.3644198e-04 3.6884511e-03]",[4.3023867e-03 8.1028475e-07 9.9532813e-01 3.6856908e-04],[9.9999893e-01 1.0714105e-06],"[2.3499388e-07 4.4384837e-05 2.4159003e-02 8.0011547e-01 1.7405692e-01
 1.6178492e-03 5.8377373e-06 2.7030276e-07 2.5024034e-09]"
detected_faces/selfish_7_face0.png,Latino_Hispanic,Asian,Male,20-29,"[4.3495689e-02 7.7057554e-04 8.9480507e-01 1.1387785e-02 3.2495961e-02
 5.0696926e-03 1.1975310e-02]",[0.101846   0.00348784 0.87787867 0.01678752],[9.9999988e-01 1.4819736e-07],"[8.9210744e-08 4.1999971e-05 8.0587551e-02 8.6873358e-01 5.0067380e-02
 5.6551112e-04 3.7138882e-06 1.1566427e-07 1.3722771e-09]"
detected_faces/determined_13_face0.png,White,White,Male,10-19,"[7.8307253e-01 6.2412131e-05 9.5718578e-02 7.0177816e-02 2.4506629e-02
 2.5084542e-04 2.6211260e-02]",[7.6352185e-01 1.6209880e-04 2.3530172e-01 1.0143104e-03],[9.9967915e-01 3.2078481e-04],"[4.9023317e-08 2.5917497e-03 8.7596411e-01 1.2079990e-01 6.4153946e-04
 2.6539758e-06 8.5353689e-09 4.1308826e-10 9.8595012e-12]"
detected_faces/musician_18_face0.png,East Asian,Asian,Male,20-29,"[1.4546974e-02 3.3006186e-04 3.3074796e-02 7.1811062e-01 2.2965981e-01
 1.7082164e-03 2.5694501e-03]",[1.9710945e-01 1.6033508e-04 7.7179199e-01 3.0938223e-02],[9.9999952e-01 4.7632855e-07],"[2.99467757e-07 1.14854165e-05 2.01647226e-02 7.13228881e-01
 2.63402015e-01 3.17247864e-03 1.87967998e-05 1.29429463e-06
 2.05270823e-08]"
detected_faces/park_15_face0.png,White,White,Male,20-29,"[7.4921256e-01 3.3655097e-06 7.5190589e-03 3.3403304e-03 1.8279224e-03
 3.8898468e-03 2.3420697e-01]",[9.2936289e-01 3.3708646e-05 3.2709293e-02 3.7894096e-02],[0.9933903  0.00660967],"[6.0616545e-05 1.5693175e-02 3.8868096e-01 4.8622730e-01 9.0565450e-02
 1.7318338e-02 1.3556993e-03 8.9612564e-05 8.8215138e-06]"
detected_faces/lecturer_7_face0.png,White,White,Male,40-49,"[9.9089593e-01 4.6319226e-07 5.2146253e-04 1.4390900e-04 5.0049610e-05
 8.6995984e-05 8.3010681e-03]",[9.9945563e-01 4.1814496e-06 2.4642752e-04 2.9375544e-04],[9.9999970e-01 2.3749988e-07],"[2.9260609e-05 1.7550767e-05 4.7548974e-04 5.8819577e-03 1.4392070e-01
 6.1637670e-01 2.2367881e-01 9.5712002e-03 4.8367296e-05]"
detected_faces/tie_16_face0.png,White,White,Male,30-39,"[9.9952620e-01 9.1048065e-08 7.1083661e-05 1.3787352e-05 9.1292422e-06
 7.6458014e-07 3.7889782e-04]",[9.9966747e-01 1.6249015e-06 3.1297389e-04 1.7989410e-05],[9.9999851e-01 1.5042207e-06],"[1.2543184e-07 1.4644645e-06 1.5459186e-04 2.5729429e-02 5.5509341e-01
 4.1058141e-01 8.3991857e-03 4.0086892e-05 3.0872670e-07]"
detected_faces/mean_3_face0.png,Latino_Hispanic,White,Male,20-29,"[0.05886331 0.00081922 0.73778737 0.03352419 0.05691766 0.00691377
 0.1051745 ]",[0.76417553 0.0014416  0.17827655 0.0561063 ],[9.9999267e-01 7.3285637e-06],"[6.5099670e-08 5.4190677e-06 1.6483119e-02 6.4352071e-01 3.2775292e-01
 1.2094202e-02 1.4054590e-04 2.9910868e-06 3.5971443e-08]"
detected_faces/friendly_4_face0.png,Latino_Hispanic,Asian,Female,20-29,"[0.05418194 0.00512252 0.51274854 0.09823512 0.1634348  0.13936463
 0.02691237]",[0.00444919 0.00481778 0.8938885  0.09684455],[3.3720615e-05 9.9996626e-01],"[2.78593912e-08 1.09813453e-04 1.23086855e-01 7.48323977e-01
 1.24458723e-01 3.99571983e-03 2.41680555e-05 7.41391545e-07
 2.48363126e-08]"
detected_faces/chef_14_face0.png,Southeast Asian,Asian,Male,30-39,"[0.03203096 0.00329525 0.33510274 0.2731995  0.3439126  0.01015064
 0.00230837]",[7.0487377e-03 6.1708811e-04 9.8979908e-01 2.5350808e-03],[9.9999708e-01 2.9296077e-06],"[7.7359272e-07 7.5814992e-06 2.3252324e-03 3.5581338e-01 5.9497553e-01
 4.6406172e-02 4.6239505e-04 8.8702200e-06 9.1234170e-08]"
detected_faces/fighting_18_face0.png,Southeast Asian,Asian,Male,20-29,"[2.51716410e-05 6.97639713e-04 3.83156212e-03 1.24135360e-01
 8.66109252e-01 5.19096199e-03 1.00154475e-05]",[8.538270e-05 3.419893e-04 9.957786e-01 3.794021e-03],[9.9999648e-01 3.5153575e-06],"[1.0543686e-08 3.8318594e-06 4.5704912e-02 8.9143318e-01 6.1911408e-02
 9.4167527e-04 4.7022186e-06 2.3087767e-07 3.6819485e-09]"
detected_faces/cup_7_face0.png,White,White,Female,20-29,"[4.8254794e-01 1.0064189e-04 2.7936277e-01 1.5109766e-03 1.6448519e-03
 1.8738022e-02 2.1609488e-01]",[9.1538286e-01 2.0425922e-04 1.9846641e-02 6.4566225e-02],[2.179542e-04 9.997820e-01],"[4.0389068e-08 3.7292429e-04 2.6663882e-01 6.8550336e-01 4.6887271e-02
 5.9631368e-04 1.2980674e-06 3.3422136e-08 1.1486675e-09]"
detected_faces/indecisive_7_face0.png,East Asian,Asian,Female,10-19,"[5.0447360e-02 6.3635734e-06 1.6215646e-03 9.2741644e-01 1.6197156e-02
 6.4280575e-05 4.2469301e-03]",[4.0948140e-03 8.3933837e-06 9.9586266e-01 3.4173379e-05],[0.2941524 0.7058476],"[9.8315021e-04 1.2743418e-01 7.0074081e-01 1.6722013e-01 3.5267188e-03
 9.2030641e-05 2.0721384e-06 7.9994703e-07 6.9867404e-08]"
detected_faces/suit_6_face0.png,White,White,Male,20-29,"[9.3680769e-01 6.9118796e-05 7.0221233e-03 6.8513189e-05 8.8382469e-05
 1.7359617e-04 5.5770576e-02]",[9.9456304e-01 3.5732886e-04 4.6403523e-04 4.6155131e-03],[9.999911e-01 8.894510e-06],"[5.0702624e-07 2.7822214e-05 1.2721043e-02 8.8457239e-01 1.0168444e-01
 9.8996726e-04 3.7278039e-06 7.6839370e-08 2.1598321e-09]"
detected_faces/teacher_6_face0.png,White,White,Male,10-19,"[9.9860108e-01 9.6321003e-07 1.8139086e-04 7.9682388e-05 2.0085190e-05
 1.2647172e-06 1.1155155e-03]",[9.9974531e-01 5.6199315e-06 2.3767250e-04 1.1447181e-05],[0.9975934  0.00240663],"[8.7327305e-07 5.2423030e-02 9.4082183e-01 6.5915179e-03 1.5424399e-04
 8.3830773e-06 9.7080928e-08 6.1080989e-09 5.4527349e-10]"
detected_faces/book_12_face0.png,East Asian,Asian,Male,20-29,"[3.6094848e-02 1.5697170e-04 6.4228676e-02 7.6991278e-01 1.2517931e-01
 1.9275916e-03 2.4998924e-03]",[0.22999159 0.03436312 0.70780575 0.02783959],[0.6676169  0.33238304],"[4.15254334e-07 7.22230034e-05 4.32198346e-02 8.41653228e-01
 1.11121275e-01 3.86668928e-03 6.15372628e-05 4.60449337e-06
 2.17553321e-07]"
detected_faces/eating_14_face0.png,White,White,Female,0-2,"[9.9358034e-01 1.7694509e-05 1.5272270e-03 2.8719136e-04 7.8204779e-05
 4.1287043e-05 4.4681453e-03]",[9.9986589e-01 3.6687568e-05 1.3303941e-05 8.4073887e-05],[0.01992356 0.98007643],"[6.3880670e-01 3.6007458e-01 7.7289075e-04 1.4249932e-04 9.8848213e-05
 5.9185881e-05 3.4822238e-05 7.1624163e-06 3.3742388e-06]"
detected_faces/museum_7_face1.png,White,White,Male,40-49,"[7.8842455e-01 2.0403422e-04 1.0106356e-02 7.1588001e-04 6.8422116e-04
 1.6371039e-03 1.9822776e-01]",[0.97693557 0.00144621 0.01467895 0.00693933],[0.9061042  0.09389578],"[9.1747288e-06 3.0887379e-05 1.5236516e-03 4.9128789e-02 1.3619730e-01
 3.7806109e-01 3.6157173e-01 6.9976121e-02 3.5012451e-03]"
